1,2020-01-01,2020,Jan,Wed,FALSE,FALSE
2,2020-01-02,2020,Jan,Thu,FALSE,FALSE
3,2020-01-03,2020,Jan,Fri,FALSE,FALSE
4,2020-01-04,2020,Jan,Sat,TRUE,FALSE
5,2020-01-05,2020,Jan,Sun,TRUE,FALSE
6,2020-01-06,2020,Jan,Mon,FALSE,FALSE
7,2020-01-07,2020,Jan,Tue,FALSE,FALSE
8,2020-01-08,2020,Jan,Wed,FALSE,FALSE
9,2020-01-09,2020,Jan,Thu,FALSE,FALSE
10,2020-01-10,2020,Jan,Fri,FALSE,FALSE
11,2020-01-11,2020,Jan,Sat,TRUE,FALSE
12,2020-01-12,2020,Jan,Sun,TRUE,FALSE
13,2020-01-13,2020,Jan,Mon,FALSE,FALSE
14,2020-01-14,2020,Jan,Tue,FALSE,FALSE
15,2020-01-15,2020,Jan,Wed,FALSE,FALSE
16,2020-01-16,2020,Jan,Thu,FALSE,FALSE
17,2020-01-17,2020,Jan,Fri,FALSE,FALSE
18,2020-01-18,2020,Jan,Sat,TRUE,FALSE
19,2020-01-19,2020,Jan,Sun,TRUE,FALSE
20,2020-01-20,2020,Jan,Mon,FALSE,FALSE
21,2020-01-21,2020,Jan,Tue,FALSE,FALSE
22,2020-01-22,2020,Jan,Wed,FALSE,FALSE
23,2020-01-23,2020,Jan,Thu,FALSE,FALSE
24,2020-01-24,2020,Jan,Fri,FALSE,FALSE
25,2020-01-25,2020,Jan,Sat,TRUE,FALSE
26,2020-01-26,2020,Jan,Sun,TRUE,FALSE
27,2020-01-27,2020,Jan,Mon,FALSE,FALSE
28,2020-01-28,2020,Jan,Tue,FALSE,FALSE
29,2020-01-29,2020,Jan,Wed,FALSE,FALSE
30,2020-01-30,2020,Jan,Thu,FALSE,FALSE
31,2020-01-31,2020,Jan,Fri,FALSE,FALSE
32,2020-02-01,2020,Feb,Sat,TRUE,FALSE
33,2020-02-02,2020,Feb,Sun,TRUE,FALSE
34,2020-02-03,2020,Feb,Mon,FALSE,FALSE
35,2020-02-04,2020,Feb,Tue,FALSE,FALSE
36,2020-02-05,2020,Feb,Wed,FALSE,FALSE
37,2020-02-06,2020,Feb,Thu,FALSE,FALSE
38,2020-02-07,2020,Feb,Fri,FALSE,FALSE
39,2020-02-08,2020,Feb,Sat,TRUE,FALSE
40,2020-02-09,2020,Feb,Sun,TRUE,FALSE
41,2020-02-10,2020,Feb,Mon,FALSE,FALSE
42,2020-02-11,2020,Feb,Tue,FALSE,FALSE
43,2020-02-12,2020,Feb,Wed,FALSE,FALSE
44,2020-02-13,2020,Feb,Thu,FALSE,FALSE
45,2020-02-14,2020,Feb,Fri,FALSE,FALSE
46,2020-02-15,2020,Feb,Sat,TRUE,FALSE
47,2020-02-16,2020,Feb,Sun,TRUE,FALSE
48,2020-02-17,2020,Feb,Mon,FALSE,FALSE
49,2020-02-18,2020,Feb,Tue,FALSE,FALSE
50,2020-02-19,2020,Feb,Wed,FALSE,FALSE
51,2020-02-20,2020,Feb,Thu,FALSE,FALSE
52,2020-02-21,2020,Feb,Fri,FALSE,FALSE
53,2020-02-22,2020,Feb,Sat,TRUE,FALSE
54,2020-02-23,2020,Feb,Sun,TRUE,FALSE
55,2020-02-24,2020,Feb,Mon,FALSE,FALSE
56,2020-02-25,2020,Feb,Tue,FALSE,FALSE
57,2020-02-26,2020,Feb,Wed,FALSE,FALSE
58,2020-02-27,2020,Feb,Thu,FALSE,FALSE
59,2020-02-28,2020,Feb,Fri,FALSE,FALSE
60,2020-02-29,2020,Feb,Sat,TRUE,FALSE
61,2020-03-01,2020,Mar,Sun,TRUE,FALSE
62,2020-03-02,2020,Mar,Mon,FALSE,FALSE
63,2020-03-03,2020,Mar,Tue,FALSE,FALSE
64,2020-03-04,2020,Mar,Wed,FALSE,FALSE
65,2020-03-05,2020,Mar,Thu,FALSE,FALSE
66,2020-03-06,2020,Mar,Fri,FALSE,FALSE
67,2020-03-07,2020,Mar,Sat,TRUE,FALSE
68,2020-03-08,2020,Mar,Sun,TRUE,FALSE
69,2020-03-09,2020,Mar,Mon,FALSE,FALSE
70,2020-03-10,2020,Mar,Tue,FALSE,FALSE
71,2020-03-11,2020,Mar,Wed,FALSE,FALSE
72,2020-03-12,2020,Mar,Thu,FALSE,FALSE
73,2020-03-13,2020,Mar,Fri,FALSE,FALSE
74,2020-03-14,2020,Mar,Sat,TRUE,FALSE
75,2020-03-15,2020,Mar,Sun,TRUE,FALSE
76,2020-03-16,2020,Mar,Mon,FALSE,FALSE
77,2020-03-17,2020,Mar,Tue,FALSE,FALSE
78,2020-03-18,2020,Mar,Wed,FALSE,FALSE
79,2020-03-19,2020,Mar,Thu,FALSE,FALSE
80,2020-03-20,2020,Mar,Fri,FALSE,FALSE
81,2020-03-21,2020,Mar,Sat,TRUE,FALSE
82,2020-03-22,2020,Mar,Sun,TRUE,FALSE
83,2020-03-23,2020,Mar,Mon,FALSE,FALSE
84,2020-03-24,2020,Mar,Tue,FALSE,FALSE
85,2020-03-25,2020,Mar,Wed,FALSE,FALSE
86,2020-03-26,2020,Mar,Thu,FALSE,FALSE
87,2020-03-27,2020,Mar,Fri,FALSE,FALSE
88,2020-03-28,2020,Mar,Sat,TRUE,FALSE
89,2020-03-29,2020,Mar,Sun,TRUE,FALSE
90,2020-03-30,2020,Mar,Mon,FALSE,FALSE
91,2020-03-31,2020,Mar,Tue,FALSE,FALSE
92,2020-04-01,2020,Apr,Wed,FALSE,FALSE
93,2020-04-02,2020,Apr,Thu,FALSE,FALSE
94,2020-04-03,2020,Apr,Fri,FALSE,FALSE
95,2020-04-04,2020,Apr,Sat,TRUE,FALSE
96,2020-04-05,2020,Apr,Sun,TRUE,FALSE
97,2020-04-06,2020,Apr,Mon,FALSE,FALSE
98,2020-04-07,2020,Apr,Tue,FALSE,FALSE
99,2020-04-08,2020,Apr,Wed,FALSE,FALSE
100,2020-04-09,2020,Apr,Thu,FALSE,FALSE
101,2020-04-10,2020,Apr,Fri,FALSE,FALSE
102,2020-04-11,2020,Apr,Sat,TRUE,FALSE
103,2020-04-12,2020,Apr,Sun,TRUE,FALSE
104,2020-04-13,2020,Apr,Mon,FALSE,FALSE
105,2020-04-14,2020,Apr,Tue,FALSE,FALSE
106,2020-04-15,2020,Apr,Wed,FALSE,FALSE
107,2020-04-16,2020,Apr,Thu,FALSE,FALSE
108,2020-04-17,2020,Apr,Fri,FALSE,FALSE
109,2020-04-18,2020,Apr,Sat,TRUE,FALSE
110,2020-04-19,2020,Apr,Sun,TRUE,FALSE
111,2020-04-20,2020,Apr,Mon,FALSE,FALSE
112,2020-04-21,2020,Apr,Tue,FALSE,FALSE
113,2020-04-22,2020,Apr,Wed,FALSE,FALSE
114,2020-04-23,2020,Apr,Thu,FALSE,FALSE
115,2020-04-24,2020,Apr,Fri,FALSE,FALSE
116,2020-04-25,2020,Apr,Sat,TRUE,FALSE
117,2020-04-26,2020,Apr,Sun,TRUE,FALSE
118,2020-04-27,2020,Apr,Mon,FALSE,FALSE
119,2020-04-28,2020,Apr,Tue,FALSE,FALSE
120,2020-04-29,2020,Apr,Wed,FALSE,FALSE
121,2020-04-30,2020,Apr,Thu,FALSE,FALSE
122,2020-05-01,2020,May,Fri,FALSE,FALSE
123,2020-05-02,2020,May,Sat,TRUE,FALSE
124,2020-05-03,2020,May,Sun,TRUE,FALSE
125,2020-05-04,2020,May,Mon,FALSE,FALSE
126,2020-05-05,2020,May,Tue,FALSE,FALSE
127,2020-05-06,2020,May,Wed,FALSE,FALSE
128,2020-05-07,2020,May,Thu,FALSE,FALSE
129,2020-05-08,2020,May,Fri,FALSE,FALSE
130,2020-05-09,2020,May,Sat,TRUE,FALSE
131,2020-05-10,2020,May,Sun,TRUE,FALSE
132,2020-05-11,2020,May,Mon,FALSE,FALSE
133,2020-05-12,2020,May,Tue,FALSE,FALSE
134,2020-05-13,2020,May,Wed,FALSE,FALSE
135,2020-05-14,2020,May,Thu,FALSE,FALSE
136,2020-05-15,2020,May,Fri,FALSE,FALSE
137,2020-05-16,2020,May,Sat,TRUE,FALSE
138,2020-05-17,2020,May,Sun,TRUE,FALSE
139,2020-05-18,2020,May,Mon,FALSE,FALSE
140,2020-05-19,2020,May,Tue,FALSE,FALSE
141,2020-05-20,2020,May,Wed,FALSE,FALSE
142,2020-05-21,2020,May,Thu,FALSE,FALSE
143,2020-05-22,2020,May,Fri,FALSE,FALSE
144,2020-05-23,2020,May,Sat,TRUE,FALSE
145,2020-05-24,2020,May,Sun,TRUE,FALSE
146,2020-05-25,2020,May,Mon,FALSE,FALSE
147,2020-05-26,2020,May,Tue,FALSE,FALSE
148,2020-05-27,2020,May,Wed,FALSE,FALSE
149,2020-05-28,2020,May,Thu,FALSE,FALSE
150,2020-05-29,2020,May,Fri,FALSE,FALSE
151,2020-05-30,2020,May,Sat,TRUE,FALSE
152,2020-05-31,2020,May,Sun,TRUE,FALSE
153,2020-06-01,2020,Jun,Mon,FALSE,FALSE
154,2020-06-02,2020,Jun,Tue,FALSE,FALSE
155,2020-06-03,2020,Jun,Wed,FALSE,FALSE
156,2020-06-04,2020,Jun,Thu,FALSE,FALSE
157,2020-06-05,2020,Jun,Fri,FALSE,FALSE
158,2020-06-06,2020,Jun,Sat,TRUE,FALSE
159,2020-06-07,2020,Jun,Sun,TRUE,FALSE
160,2020-06-08,2020,Jun,Mon,FALSE,FALSE
161,2020-06-09,2020,Jun,Tue,FALSE,FALSE
162,2020-06-10,2020,Jun,Wed,FALSE,FALSE
163,2020-06-11,2020,Jun,Thu,FALSE,FALSE
164,2020-06-12,2020,Jun,Fri,FALSE,FALSE
165,2020-06-13,2020,Jun,Sat,TRUE,FALSE
166,2020-06-14,2020,Jun,Sun,TRUE,FALSE
167,2020-06-15,2020,Jun,Mon,FALSE,FALSE
168,2020-06-16,2020,Jun,Tue,FALSE,FALSE
169,2020-06-17,2020,Jun,Wed,FALSE,FALSE
170,2020-06-18,2020,Jun,Thu,FALSE,FALSE
171,2020-06-19,2020,Jun,Fri,FALSE,FALSE
172,2020-06-20,2020,Jun,Sat,TRUE,FALSE
173,2020-06-21,2020,Jun,Sun,TRUE,FALSE
174,2020-06-22,2020,Jun,Mon,FALSE,FALSE
175,2020-06-23,2020,Jun,Tue,FALSE,FALSE
176,2020-06-24,2020,Jun,Wed,FALSE,FALSE
177,2020-06-25,2020,Jun,Thu,FALSE,FALSE
178,2020-06-26,2020,Jun,Fri,FALSE,FALSE
179,2020-06-27,2020,Jun,Sat,TRUE,FALSE
180,2020-06-28,2020,Jun,Sun,TRUE,FALSE
181,2020-06-29,2020,Jun,Mon,FALSE,FALSE
182,2020-06-30,2020,Jun,Tue,FALSE,FALSE
183,2020-07-01,2020,Jul,Wed,FALSE,FALSE
184,2020-07-02,2020,Jul,Thu,FALSE,FALSE
185,2020-07-03,2020,Jul,Fri,FALSE,FALSE
186,2020-07-04,2020,Jul,Sat,TRUE,FALSE
187,2020-07-05,2020,Jul,Sun,TRUE,FALSE
188,2020-07-06,2020,Jul,Mon,FALSE,FALSE
189,2020-07-07,2020,Jul,Tue,FALSE,FALSE
190,2020-07-08,2020,Jul,Wed,FALSE,FALSE
191,2020-07-09,2020,Jul,Thu,FALSE,FALSE
192,2020-07-10,2020,Jul,Fri,FALSE,FALSE
193,2020-07-11,2020,Jul,Sat,TRUE,FALSE
194,2020-07-12,2020,Jul,Sun,TRUE,FALSE
195,2020-07-13,2020,Jul,Mon,FALSE,FALSE
196,2020-07-14,2020,Jul,Tue,FALSE,FALSE
197,2020-07-15,2020,Jul,Wed,FALSE,FALSE
198,2020-07-16,2020,Jul,Thu,FALSE,FALSE
199,2020-07-17,2020,Jul,Fri,FALSE,FALSE
200,2020-07-18,2020,Jul,Sat,TRUE,FALSE
201,2020-07-19,2020,Jul,Sun,TRUE,FALSE
202,2020-07-20,2020,Jul,Mon,FALSE,FALSE
203,2020-07-21,2020,Jul,Tue,FALSE,FALSE
204,2020-07-22,2020,Jul,Wed,FALSE,FALSE
205,2020-07-23,2020,Jul,Thu,FALSE,FALSE
206,2020-07-24,2020,Jul,Fri,FALSE,FALSE
207,2020-07-25,2020,Jul,Sat,TRUE,FALSE
208,2020-07-26,2020,Jul,Sun,TRUE,FALSE
209,2020-07-27,2020,Jul,Mon,FALSE,FALSE
210,2020-07-28,2020,Jul,Tue,FALSE,FALSE
211,2020-07-29,2020,Jul,Wed,FALSE,FALSE
212,2020-07-30,2020,Jul,Thu,FALSE,FALSE
213,2020-07-31,2020,Jul,Fri,FALSE,FALSE
214,2020-08-01,2020,Aug,Sat,TRUE,FALSE
215,2020-08-02,2020,Aug,Sun,TRUE,FALSE
216,2020-08-03,2020,Aug,Mon,FALSE,FALSE
217,2020-08-04,2020,Aug,Tue,FALSE,FALSE
218,2020-08-05,2020,Aug,Wed,FALSE,FALSE
219,2020-08-06,2020,Aug,Thu,FALSE,FALSE
220,2020-08-07,2020,Aug,Fri,FALSE,FALSE
221,2020-08-08,2020,Aug,Sat,TRUE,FALSE
222,2020-08-09,2020,Aug,Sun,TRUE,FALSE
223,2020-08-10,2020,Aug,Mon,FALSE,FALSE
224,2020-08-11,2020,Aug,Tue,FALSE,FALSE
225,2020-08-12,2020,Aug,Wed,FALSE,FALSE
226,2020-08-13,2020,Aug,Thu,FALSE,FALSE
227,2020-08-14,2020,Aug,Fri,FALSE,FALSE
228,2020-08-15,2020,Aug,Sat,TRUE,FALSE
229,2020-08-16,2020,Aug,Sun,TRUE,FALSE
230,2020-08-17,2020,Aug,Mon,FALSE,FALSE
231,2020-08-18,2020,Aug,Tue,FALSE,FALSE
232,2020-08-19,2020,Aug,Wed,FALSE,FALSE
233,2020-08-20,2020,Aug,Thu,FALSE,FALSE
234,2020-08-21,2020,Aug,Fri,FALSE,FALSE
235,2020-08-22,2020,Aug,Sat,TRUE,FALSE
236,2020-08-23,2020,Aug,Sun,TRUE,FALSE
237,2020-08-24,2020,Aug,Mon,FALSE,FALSE
238,2020-08-25,2020,Aug,Tue,FALSE,FALSE
239,2020-08-26,2020,Aug,Wed,FALSE,FALSE
240,2020-08-27,2020,Aug,Thu,FALSE,FALSE
